A-site cation,B-site cation,X-site anion,A1,A2,A3,B1,B2,X1,X2,X3,Mean_Bg
MAFACs,PbSn,BrClI,0.666,0.2668,0.0664,1,0,0.768,0,2.232,1.71
MAFACs,PbSn,BrClI,0,1,0,1,0,0.561,0,2.439,1.68
MAFACs,PbSn,BrClI,0.75,0.25,0,1,0,0.45,0,2.55,1.62
MAFACs,PbSn,BrClI,0.65,0.2,0.15,1,0,0.6,0,2.4,1.68
MAFACs,PbSn,BrClI,0.8668,0.0664,0.066,1,0,0.768,0,2.232,1.7
MAFACs,PbSn,BrClI,0.6,0.4,0,0.4,0.6,0,0,3,1.25
MAFACs,PbSn,BrClI,1,0,0,1,0,0.15,0,2.85,1.62
MAFACs,PbSn,BrClI,0,0,1,1,0,0.999,0,2.001,1.91
MAFACs,PbSn,BrClI,0.5,0.5,0,0.75,0.25,0,0,3,1.33
MAFACs,PbSn,BrClI,0.85,0,0.15,0.375,0.625,0,0,3,1.24
MAFACs,PbSn,BrClI,0.72,0.08,0.2,1,0,0.03,0,2.97,1.62
MAFACs,PbSn,BrClI,0,0,1,0,1,3,0,0,1.791
MAFACs,PbSn,BrClI,0.4,0.6,0,1,0,0,0,3,1.541
MAFACs,PbSn,BrClI,0.7885,0.1615,0.05,1,0,0.51,0,2.49,1.576
MAFACs,PbSn,BrClI,0.8,0,0.2,1,0,0.75,0,2.25,1.67
MAFACs,PbSn,BrClI,0.87,0.13,0,1,0,0,0,3,1.5
MAFACs,PbSn,BrClI,0,1,0,0,1,0.6,0,2.4,1.36
MAFACs,PbSn,BrClI,0,1,0,0.7,0.3,0,0,3,1.285
MAFACs,PbSn,BrClI,0.02,0.98,0,1,0,0,0,3,1.51
MAFACs,PbSn,BrClI,0.92,0.08,0,1,0,0,0,3,1.55
MAFACs,PbSn,BrClI,0.83,0,0.17,1,0,0.51,0,2.49,1.623
MAFACs,PbSn,BrClI,0.83,0.17,0,1,0,0.999,0,2.001,1.684
MAFACs,PbSn,BrClI,0.33,0.67,0,1,0,0.999,0,2.001,1.757
MAFACs,PbSn,BrClI,0.5,0.5,0,1,0,2.001,0,0.999,1.957
MAFACs,PbSn,BrClI,0,1,0,0,1,2.001,0,0.999,1.77
MAFACs,PbSn,BrClI,0.81,0.14,0.05,1,0,0.42,0,2.58,1.61
MAFACs,PbSn,BrClI,0,1,0,1,0,0.66,0,2.34,1.58
MAFACs,PbSn,BrClI,0.75,0,0.25,1,0,0.3,0,2.7,1.57
MAFACs,PbSn,BrClI,0,1,0,1,0,1.5,1.5,0,2.75
HydPbI2Cl,,,1,0,0,1,1,1,1,1,3.7
MA0.95GA0.05PbI3,,,0.95,0.05,0,1,1,1,1,1,1.59
MA0.9GA0.1PbI3,,,0.9,0.1,0,1,1,1,1,1,1.59
MA0.85GA0.15PbI3,,,0.85,0.15,0,1,1,1,1,1,1.59
MA0.8GA0.2PbI3,,,0.8,0.2,0,1,1,1,1,1,1.59
MA0.8Hz0.2SnI3,,,0.8,0.2,0,1,1,1,1,1,1.3
MA0.90DMA0.10SnBr3,,,0.9,0.1,0,1,1,1,1,1,2.11
MA0.85DMA0.15SnBr3,,,0.85,0.15,0,1,1,1,1,1,2.14
MA0.70DMA0.30SnBr3,,,0.7,0.3,0,1,1,1,1,1,2.33
MA0.60DMA0.40SnBr3,,,0.6,0.4,0,1,1,1,1,1,2.44
MA0.40DMA0.60SnBr3,,,0.4,0.6,0,1,1,1,1,1,2.56
GuaPbI2Cl,,,1,0,0,1,1,1,1,1,2.06
FA0.75MA0.25SnI3,,,0.75,0.25,0,1,1,1,1,1,1.4
FA0.75MA0.25Sn0.95Ge0.05I3,,,0.75,0.25,0,0.95,0.05,1,1,1,1.4
FA0.75MA0.25Sn0.90Ge0.10I3,,,0.75,0.25,0,0.9,0.1,1,1,1,1.42
FA0.75MA0.25Sn0.8Ge0.2I3,,,0.75,0.25,0,0.8,0.2,1,1,1,1.53
MA0.8ACA0.2PbI3,,,0.8,0.2,0,1,1,1,1,1,1.58
MA0.9ACA0.1PbI3,,,0.9,0.1,0,1,1,1,1,1,1.58
DMA0.1FA0.6Cs0.3PbI2.4Br0.6,,,0.1,0.6,0.3,1,1,2.4,0.6,0,1.73
FA0.33GA0.19Cs0.47PbI1.98Br1.02,,,0.33,0.19,0.48,1,1,1.98,0,1.02,1.84
FA0.58GA0.1Cs0.32PbI1.98Br1.02,,,0.58,0.1,0.32,1,1,1.02,1.98,0,1.75
AzPbI2Cl,,,1,0,0,1,1,1,1,1,2.018
MAPbI2.6Cl0.4,,,0,1,0,1,1,2.6,0,0.4,1.63823
MA0.95IM0.05PbI2.6Cl0.4,,,0,0.05,0.95,1,1,0,0.4,2.6,1.63268
MA0.9IM0.1PbI2.6Cl0.4,,,0.9,0.1,0,1,1,0,2.6,0.4,1.63266
MA0.75IM0.25PbI2.6Cl0.4,,,0,0.25,0.75,1,1,0.4,0,2.6,1.63131
MA0.66EA0.33PbBr3,,,0.66,0.33,0,1,1,1,1,1,2.29
Ethylammonium Germanium Fluoride,Ge,F,1,0,0,0,1,1,1,1,4.560533333
Propylammonium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,4.5510125
Butylammonium Germanium Fluoride,Ge,F,0,0,1,0,1,1,1,1,4.7092
Isopropylammonium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,4.960077778
Dimethylammonium Germanium Fluoride,Ge,F,1,0,0,0,1,1,1,1,4.5091
Acetamidinium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,4.026366667
Methylammonium Germanium Fluoride,Ge,F,0,0,1,0,1,1,1,1,3.9562
Guanidinium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,4.3617
Hydroxylammonium Germanium Fluoride,Ge,F,1,0,0,0,1,1,1,1,4.387157143
Formamidinium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,3.6069
Tetramethylammonium Germanium Fluoride,Ge,F,0,0,1,0,1,1,1,1,4.91785
Hydrazinium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,4.2959625
Ammonium Germanium Fluoride,Ge,F,1,0,0,0,1,1,1,1,4.1935
Trimethylammonium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,4.848685714
Azetidinium Germanium Fluoride,Ge,F,0,0,1,0,1,1,1,1,4.329915385
Imidazolium Germanium Fluoride,Ge,F,0,1,0,1,0,1,1,1,3.706383333
Ethylammonium Germanium Chloride,Ge,Cl,1,0,0,0,1,1,1,1,3.1944
Propylammonium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,3.29545
Butylammonium Germanium Chloride,Ge,Cl,0,0,1,0,1,1,1,1,3.462366667
Isopropylammonium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,3.564214286
Dimethylammonium Germanium Chloride,Ge,Cl,1,0,0,0,1,1,1,1,3.2404
Acetamidinium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,3.36318
Methylammonium Germanium Chloride,Ge,Cl,0,0,1,0,1,1,1,1,3.02224
Guanidinium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,3.123666667
Hydroxylammonium Germanium Chloride,Ge,Cl,1,0,0,0,1,1,1,1,3.016871429
Formamidinium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,2.9164
Tetramethylammonium Germanium Chloride,Ge,Cl,0,0,1,0,1,1,1,1,3.534533333
Hydrazinium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,3.10273
Ammonium Germanium Chloride,Ge,Cl,1,0,0,0,1,1,1,1,2.8544
Trimethylammonium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,3.465675
Azetidinium Germanium Chloride,Ge,Cl,0,0,1,0,1,1,1,1,3.237364286
Imidazolium Germanium Chloride,Ge,Cl,0,1,0,1,0,1,1,1,3.1843
Ethylammonium Germanium Bromide,Ge,Br,1,0,0,0,1,1,1,1,2.649581818
Propylammonium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.694338462
Butylammonium Germanium Bromide,Ge,Br,0,0,1,0,1,1,1,1,2.830133333
Isopropylammonium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.816933333
Dimethylammonium Germanium Bromide,Ge,Br,1,0,0,0,1,1,1,1,2.659055556
Acetamidinium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.66935
Methylammonium Germanium Bromide,Ge,Br,0,0,1,0,1,1,1,1,2.332716667
Guanidinium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.3976
Hydroxylammonium Germanium Bromide,Ge,Br,1,0,0,0,1,1,1,1,2.383
Formamidinium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.2667
Tetramethylammonium Germanium Bromide,Ge,Br,0,0,1,0,1,1,1,1,2.809833333
Hydrazinium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.465990909
Ammonium Germanium Bromide,Ge,Br,1,0,0,0,1,1,1,1,2.607725
Trimethylammonium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.870755556
Azetidinium Germanium Bromide,Ge,Br,0,0,1,0,1,1,1,1,2.6739
Imidazolium Germanium Bromide,Ge,Br,0,1,0,1,0,1,1,1,2.67635
Ethylammonium Germanium Iodide,Ge,I,1,0,0,0,1,1,1,1,2.110658333
Propylammonium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,2.116233333
Butylammonium Germanium Iodide,Ge,I,0,0,1,0,1,1,1,1,2.10995
Isopropylammonium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,2.21984
Dimethylammonium Germanium Iodide,Ge,I,1,0,0,0,1,1,1,1,2.0828375
Acetamidinium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,2.098583333
Methylammonium Germanium Iodide,Ge,I,0,0,1,0,1,1,1,1,1.92505
Guanidinium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,1.794766667
Hydroxylammonium Germanium Iodide,Ge,I,1,0,0,0,1,1,1,1,1.959757143
Formamidinium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,1.8061
Tetramethylammonium Germanium Iodide,Ge,I,0,0,1,0,1,1,1,1,2.2249
Hydrazinium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,1.920790909
Ammonium Germanium Iodide,Ge,I,1,0,0,0,1,1,1,1,2.205933333
Trimethylammonium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,2.135755556
Azetidinium Germanium Iodide,Ge,I,0,0,1,0,1,1,1,1,2.107426667
Imidazolium Germanium Iodide,Ge,I,0,1,0,1,0,1,1,1,2.1206625
Ethylammonium Tin Fluoride,Sn,F,1,0,0,0,1,1,1,1,3.720518182
Propylammonium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,3.92393
Butylammonium Tin Fluoride,Sn,F,0,0,1,0,1,1,1,1,4.163325
Isopropylammonium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,4.181166667
Dimethylammonium Tin Fluoride,Sn,F,1,0,0,0,1,1,1,1,3.881322222
Acetamidinium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,3.3683
Methylammonium Tin Fluoride,Sn,F,0,0,1,0,1,1,1,1,3.526333333
Guanidinium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,3.7309
Hydroxylammonium Tin Fluoride,Sn,F,1,0,0,0,1,1,1,1,3.76648
Formamidinium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,3.09505
Tetramethylammonium Tin Fluoride,Sn,F,0,0,1,0,1,1,1,1,4.4999
Hydrazinium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,3.6717875
Ammonium Tin Fluoride,Sn,F,1,0,0,0,1,1,1,1,3.815766667
Trimethylammonium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,4.079542857
Azetidinium Tin Fluoride,Sn,F,0,0,1,0,1,1,1,1,3.576678571
Imidazolium Tin Fluoride,Sn,F,0,1,0,1,0,1,1,1,3.220233333
Ethylammonium Tin Chloride,Sn,Cl,1,0,0,0,1,1,1,1,2.893872727
Propylammonium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,3.043214286
Butylammonium Tin Chloride,Sn,Cl,0,0,1,0,1,1,1,1,3.0619
Isopropylammonium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,3.1020375
Dimethylammonium Tin Chloride,Sn,Cl,1,0,0,0,1,1,1,1,2.9156375
Acetamidinium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,2.845483333
Methylammonium Tin Chloride,Sn,Cl,0,0,1,0,1,1,1,1,2.441183333
Guanidinium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,2.8579
Hydroxylammonium Tin Chloride,Sn,Cl,1,0,0,0,1,1,1,1,2.9394
Formamidinium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,2.401766667
Tetramethylammonium Tin Chloride,Sn,Cl,0,0,1,0,1,1,1,1,3.123066667
Hydrazinium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,2.819754545
Ammonium Tin Chloride,Sn,Cl,1,0,0,0,1,1,1,1,2.78015
Trimethylammonium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,3.02456
Azetidinium Tin Chloride,Sn,Cl,0,0,1,0,1,1,1,1,2.873741176
Imidazolium Tin Chloride,Sn,Cl,0,1,0,1,0,1,1,1,2.923925
Ethylammonium Tin Bromide,Sn,Br,1,0,0,0,1,1,1,1,2.365516667
Propylammonium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,2.476076923
Butylammonium Tin Bromide,Sn,Br,0,0,1,0,1,1,1,1,2.569533333
Isopropylammonium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,2.555
Dimethylammonium Tin Bromide,Sn,Br,1,0,0,0,1,1,1,1,2.148142857
Acetamidinium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,2.343157143
Methylammonium Tin Bromide,Sn,Br,0,0,1,0,1,1,1,1,2.00025
Guanidinium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,1.897
Hydroxylammonium Tin Bromide,Sn,Br,1,0,0,0,1,1,1,1,2.366585714
Formamidinium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,1.7985
Tetramethylammonium Tin Bromide,Sn,Br,0,0,1,0,1,1,1,1,2.4692
Hydrazinium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,2.195825
Ammonium Tin Bromide,Sn,Br,1,0,0,0,1,1,1,1,2.3745
Trimethylammonium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,2.397645455
Azetidinium Tin Bromide,Sn,Br,0,0,1,0,1,1,1,1,2.32353125
Imidazolium Tin Bromide,Sn,Br,0,1,0,1,0,1,1,1,2.401342857
Ethylammonium Tin Iodide,Sn,I,1,0,0,0,1,1,1,1,1.910216667
Propylammonium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.919084615
Butylammonium Tin Iodide,Sn,I,0,0,1,0,1,1,1,1,2.022033333
Isopropylammonium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.96635
Dimethylammonium Tin Iodide,Sn,I,1,0,0,0,1,1,1,1,1.8157375
Acetamidinium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.792416667
Methylammonium Tin Iodide,Sn,I,0,0,1,0,1,1,1,1,1.619783333
Guanidinium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.4159
Hydroxylammonium Tin Iodide,Sn,I,1,0,0,0,1,1,1,1,1.734942857
Formamidinium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.5376
Tetramethylammonium Tin Iodide,Sn,I,0,0,1,0,1,1,1,1,1.9391
Hydrazinium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.725027273
Ammonium Tin Iodide,Sn,I,1,0,0,0,1,1,1,1,2.16695
Trimethylammonium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.818463636
Azetidinium Tin Iodide,Sn,I,0,0,1,0,1,1,1,1,1.89781875
Imidazolium Tin Iodide,Sn,I,0,1,0,1,0,1,1,1,1.8106
Ethylammonium Lead Fluoride,Pb,F,1,0,0,0,1,1,1,1,4.000325
Propylammonium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,4.2668
Butylammonium Lead Fluoride,Pb,F,0,0,1,0,1,1,1,1,4.509
Isopropylammonium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,4.447525
Dimethylammonium Lead Fluoride,Pb,F,1,0,0,0,1,1,1,1,4.2284
Acetamidinium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,3.98928
Methylammonium Lead Fluoride,Pb,F,0,0,1,0,1,1,1,1,4.071383333
Guanidinium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,4.16335
Hydroxylammonium Lead Fluoride,Pb,F,1,0,0,0,1,1,1,1,4.4032
Formamidinium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,3.74955
Tetramethylammonium Lead Fluoride,Pb,F,0,0,1,0,1,1,1,1,4.9344
Hydrazinium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,4.1405875
Ammonium Lead Fluoride,Pb,F,1,0,0,0,1,1,1,1,4.38095
Trimethylammonium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,4.432533333
Azetidinium Lead Fluoride,Pb,F,0,0,1,0,1,1,1,1,3.972433333
Imidazolium Lead Fluoride,Pb,F,0,1,0,1,0,1,1,1,3.666533333
Ethylammonium Lead Chloride,Pb,Cl,1,0,0,0,1,1,1,1,3.185
Propylammonium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,3.242809091
Butylammonium Lead Chloride,Pb,Cl,0,0,1,0,1,1,1,1,3.0774
Isopropylammonium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,3.27422
Dimethylammonium Lead Chloride,Pb,Cl,1,0,0,0,1,1,1,1,2.954871429
Acetamidinium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,3.060783333
Methylammonium Lead Chloride,Pb,Cl,0,0,1,0,1,1,1,1,2.99834
Guanidinium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,2.7997
Hydroxylammonium Lead Chloride,Pb,Cl,1,0,0,0,1,1,1,1,3.353183333
Formamidinium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,2.7384
Tetramethylammonium Lead Chloride,Pb,Cl,0,0,1,0,1,1,1,1,3.1793
Hydrazinium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,3.304533333
Ammonium Lead Chloride,Pb,Cl,1,0,0,0,1,1,1,1,3.1678
Trimethylammonium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,3.068427273
Azetidinium Lead Chloride,Pb,Cl,0,0,1,0,1,1,1,1,2.882192308
Imidazolium Lead Chloride,Pb,Cl,0,1,0,1,0,1,1,1,3.1806
Ethylammonium Lead Bromide,Pb,Br,1,0,0,0,1,1,1,1,2.61456
Propylammonium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.700772727
Butylammonium Lead Bromide,Pb,Br,0,0,1,0,1,1,1,1,2.495425
Isopropylammonium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.697575
Dimethylammonium Lead Bromide,Pb,Br,1,0,0,0,1,1,1,1,2.448557143
Acetamidinium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.452583333
Methylammonium Lead Bromide,Pb,Br,0,0,1,0,1,1,1,1,2.4594
Guanidinium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.223766667
Hydroxylammonium Lead Bromide,Pb,Br,1,0,0,0,1,1,1,1,2.761285714
Formamidinium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.223566667
Tetramethylammonium Lead Bromide,Pb,Br,0,0,1,0,1,1,1,1,2.4796
Hydrazinium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.6043125
Ammonium Lead Bromide,Pb,Br,1,0,0,0,1,1,1,1,2.754666667
Trimethylammonium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.434877778
Azetidinium Lead Bromide,Pb,Br,0,0,1,0,1,1,1,1,2.497361538
Imidazolium Lead Bromide,Pb,Br,0,1,0,1,0,1,1,1,2.42272
Ethylammonium Lead Iodide,Pb,I,1,0,0,0,1,1,1,1,2.065145455
Propylammonium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,2.073807692
Butylammonium Lead Iodide,Pb,I,0,0,1,0,1,1,1,1,2.0857
Isopropylammonium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,2.14426
Dimethylammonium Lead Iodide,Pb,I,1,0,0,0,1,1,1,1,1.969428571
Acetamidinium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,1.964583333
Methylammonium Lead Iodide,Pb,I,0,0,1,0,1,1,1,1,2.061733333
Guanidinium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,1.7973
Hydroxylammonium Lead Iodide,Pb,I,1,0,0,0,1,1,1,1,2.114
Formamidinium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,1.941766667
Tetramethylammonium Lead Iodide,Pb,I,0,0,1,0,1,1,1,1,1.9472
Hydrazinium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,2.054988889
Ammonium Lead Iodide,Pb,I,1,0,0,0,1,1,1,1,2.247666667
Trimethylammonium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,1.933858333
Azetidinium Lead Iodide,Pb,I,0,0,1,0,1,1,1,1,2.019833333
Imidazolium Lead Iodide,Pb,I,0,1,0,1,0,1,1,1,1.828883333
